<<<<<<< HEAD
﻿plante;traitement;date prélèvement;jours apres 6,0;age_plante_stadeTS_BM;age épi_jours_TS;date_6F_BM;jours en stress;age_épi_jours20°C_TS;talle;code_épi;age épi_jours_TS;F visibles;F drapeau BM;distance ligules BM (mm);ligules drapeau-drapeau-1 (mm);sommet épi - ligule drapeau-1 (mm);lg épi BM;lg épi réelle (mm);LN(lg épi/lg épi BM);n° photo;grossissement;lg sur écran;largeur image écran;remarque;
81;S2;27/03/2021;14,00;14,0;6,7;13/03/2021;2;7,24;T1.1;81_T1.1;6,7;;7;50;xx;xx;65;8,395778054;-2,046658303;200;10;215;266;;
81;S2;27/03/2021;14,00;14,0;3,7;13/03/2021;2;4,33;T1.2;81_T1.2;3,7;;7;50;xx;xx;65;3,983113309;-2,792323518;201;20;204;266;;
81;S2;27/03/2021;14,00;14,0;6,4;13/03/2021;2;7,00;T2.1;81_T2.1;6,4;;7;50;xx;xx;65;4,100263701;-2,763335981;202;20;210;266;;
81;S2;27/03/2021;14,00;14,0;4,3;13/03/2021;2;4,86;T4;81_T4;4,3;;7;50;xx;xx;65;4,686015658;-2,629804588;203;20;240;266;;
76;S7;29/03/2021;17,00;15,0;14,7;12/03/2021;7;17,88;BM;76_BM;14,7;;8;70;70;-35;72;72;0;;;;;;
76;S7;29/03/2021;17,00;15,0;12,9;12/03/2021;7;16,09;T1;76_T1;12,9;;8;70;60;-55;72;46;-0,448024723;;;;;;
76;S7;29/03/2021;17,00;15,0;12,1;12/03/2021;7;15,28;T2;76_T2;12,1;;8;70;10;-80;72;35;-0,721318058;;;;;;
76;S7;29/03/2021;17,00;15,0;9,1;12/03/2021;7;12,26;T0;76_T0;9,1;;8;70;xx;-100;72;18;-1,386294361;;;;;;
76;S7;29/03/2021;17,00;15,0;8,8;12/03/2021;7;11,95;T3;76_T3;8,8;;8;70;xx;-95;72;19;-1,33222714;;;;;;
76;S7;29/03/2021;17,00;15,0;5,3;12/03/2021;7;8,45;T4;76_T4;5,3;;8;70;xx;xx;72;5,62321879;-2,549761881;204;12,5;180;266;;
76;S7;29/03/2021;17,00;15,0;7,7;12/03/2021;7;10,83;T1.1;76_T1.1;7,7;;8;70;xx;xx;72;11,51978849;-1,832599824;205;8;236;266;;
76;S7;29/03/2021;17,00;15,0;7,4;12/03/2021;7;10,59;T2.1;76_T2.1;7,4;;8;70;xx;xx;72;9,030342674;-2,076075804;206;8;185;266;;
78;S4;27/03/2021;14,00;14,0;13,7;13/03/2021;2;14,75;BM;78_BM;13,7;;7;65;65;-40;65;65;0;;;;;;
78;S4;27/03/2021;14,00;14,0;11,9;13/03/2021;2;12,97;T1;78_T1;11,9;;7;65;8;-80;65;45;-0,36772478;;;;;;
78;S4;27/03/2021;14,00;14,0;8,1;13/03/2021;2;9,13;T0;78_T0;8,1;;7;65;xx;-80;65;18;-1,284015512;;;;;;
78;S4;27/03/2021;14,00;14,0;11,1;13/03/2021;2;12,15;T2;78_T2;11,1;;7;65;xx;-100;65;34;-0,648026745;;;;;;
78;S4;27/03/2021;14,00;14,0;7,8;13/03/2021;2;8,83;T3;78_T3;7,8;;7;65;xx;-100;65;17;-1,341173926;;;;;;
78;S4;27/03/2021;14,00;14,0;6,7;13/03/2021;2;7,70;T1.1;78_T1.1;6,7;;7;65;xx;-105;65;10,25065925;-1,847045249;207;8;210;266;;
78;S4;27/03/2021;14,00;14,0;4,3;13/03/2021;2;5,32;T4;78_T4;4,3;;7;65;xx;xx;65;6,810342756;-2,25594482;208;12,5;218;266;;
78;S4;27/03/2021;14,00;14,0;6,4;13/03/2021;2;7,46;T2.1;78_T2.1;6,4;;7;65;xx;xx;65;10,73878588;-1,800525234;209;8;220;266;;
88;S7;30/03/2021;18,00;16,0;15,7;12/03/2021;7;18,88;BM;88_BM;15,7;;8;85;85;-25;80;80;0;;;;;;
88;S7;30/03/2021;18,00;16,0;13,9;12/03/2021;7;17,09;T1;88_T1;13,9;;8;85;90;-50;80;42;-0,644357016;;;;;;
88;S7;30/03/2021;18,00;16,0;13,1;12/03/2021;7;16,28;T2;88_T2;13,1;;8;85;20;-85;80;37;-0,771108722;;;;;;
88;S7;30/03/2021;18,00;16,0;9,8;12/03/2021;7;12,95;T3;88_T3;9,8;;8;85;xx;xx;80;19;-1,437587656;;;;;;
88;S7;30/03/2021;18,00;16,0;10,1;12/03/2021;7;13,26;T0;88_T0;10,1;;8;85;xx;xx;80;16;-1,609437912;;;;;;
88;S7;30/03/2021;18,00;16,0;8,7;12/03/2021;7;11,83;T1.1;88_T1.1;8,7;;8;85;xx;xx;80;28;-1,049822124;;;;;;
77;S2;31/03/2021;19,00;17,0;16,7;12/03/2021;2;17,29;BM;77_BM;16,7;;8;75;75;0;115;115;0;;;;;;
77;S2;31/03/2021;19,00;17,0;14,9;12/03/2021;2;15,50;T1;77_T1;14,9;;8;75;55;-40;115;85;-0,302280872;;;;;;
77;S2;31/03/2021;19,00;17,0;14,1;12/03/2021;2;14,69;T2;77_T2;14,1;;8;75;60;-35;115;80;-0,362905494;;;;;;
77;S2;31/03/2021;19,00;17,0;10,8;12/03/2021;2;11,36;T3;77_T3;10,8;;8;75;xx;-80;115;49;-0,85311183;;;;;;
77;S2;31/03/2021;19,00;17,0;7,3;12/03/2021;2;7,86;T4;77_T4;7,3;;8;75;xx;xx;115;22;-1,653889675;;;;;T0 ?;
77;S2;31/03/2021;19,00;17,0;9,7;12/03/2021;2;10,24;T1.1;77_T1.1;9,7;;8;75;xx;xx;115;35;-1,189584067;;;;;;
77;S2;31/03/2021;19,00;17,0;5,8;12/03/2021;2;6,34;T2.2;77_T2.2;5,8;;8;75;xx;xx;115;7,26332427;-2,762094516;210;10;186;266;;
86;S4;01/04/2021;19,00;17,0;16,7;13/03/2021;2;17,75;BM;86_BM;16,7;;8;75;75;8;105;105;0;;;;;;
86;S4;01/04/2021;19,00;17,0;14,9;13/03/2021;2;15,97;T1;86_T1;14,9;;8;75;75;-5;105;100;-0,048790164;;;;;;
86;S4;01/04/2021;19,00;17,0;14,1;13/03/2021;2;15,15;T2;86_T2;14,1;;8;75;38;-40;105;75;-0,336472237;;;;;;
86;S4;01/04/2021;19,00;17,0;10,8;13/03/2021;2;11,83;T3;86_T3;10,8;;8;75;xx;-75;105;30;-1,252762968;;;;;;
86;S4;01/04/2021;19,00;17,0;11,1;13/03/2021;2;12,13;T0;86_T0;11,1;;8;75;xx;-65;105;44;-0,869770716;;;;;;
86;S4;01/04/2021;19,00;17,0;9,7;13/03/2021;2;10,70;T1.1;86_T1.1;9,7;;8;75;xx;-55;105;35;-1,098612289;;;;;;
86;S4;01/04/2021;19,00;17,0;6,7;13/03/2021;2;7,79;T1.2;86_T1.2;6,7;;8;75;xx;xx;105;9;-2,456735773;;;;;;
85;S2;01/04/2021;20,00;18,0;17,7;12/03/2021;2;18,29;BM;85_BM;17,7;;8;80;80;0;115;115;0;;;;;;
85;S2;01/04/2021;20,00;18,0;15,9;12/03/2021;2;16,50;T1;85_T1;15,9;;8;80;30;-60;115;70;-0,496436886;;;;;;
85;S2;01/04/2021;20,00;18,0;15,1;12/03/2021;2;15,69;T2;85_T2;15,1;;8;80;30;-65;115;65;-0,570544858;;;;;;
85;S2;01/04/2021;20,00;18,0;11,8;12/03/2021;2;12,36;T3;85_T3;11,8;;8;80;xx;-85;115;40;-1,056052674;;;;;;
85;S2;01/04/2021;20,00;18,0;8,3;12/03/2021;2;8,86;T4;85_T4;8,3;;8;80;xx;xx;115;18;-1,85456037;;;;;;
85;S2;01/04/2021;20,00;18,0;10,7;12/03/2021;2;11,24;T1.1;85_T1.1;10,7;;8;80;xx;-100;115;35;-1,189584067;;;;;;
85;S2;01/04/2021;20,00;18,0;10,4;12/03/2021;2;11,00;T2.1;85_T2.1;10,4;;8;80;xx;xx;115;22;-1,653889675;;;;;;
85;S2;01/04/2021;20,00;18,0;12,1;12/03/2021;2;12,67;T0;85_T0;12,1;;8;80;xx;xx;115;28;-1,412727618;;;;;;
3rouge;S0a;12/03/2021;8,00;8,0;7,7;04/03/2021;0;7,70;BM;3rouge_BM;7,7;7,5;;;;;16,69393078;16,69393078;0;;8;342;266;;
3rouge;S0a;12/03/2021;8,00;8,0;5,9;04/03/2021;0;5,92;T1;3rouge_T1;5,9;5;;;;;16,69393078;9,030342674;-0,614454912;;8;185;266;;
3rouge;S0a;12/03/2021;8,00;8,0;0,7;04/03/2021;0;0,65;T1.1;3rouge_T1.1;0,7;3,2;;;;;16,69393078;2,811609395;-1,781288169;;25;180;266;stade TS;
3rouge;S0a;12/03/2021;8,00;8,0;2,1;04/03/2021;0;2,08;T0;3rouge_T0;2,1;3,8;;;;;16,69393078;3,553561874;-1,547094782;;20;182;266;;
3rouge;S0a;12/03/2021;8,00;8,0;5,1;04/03/2021;0;5,10;T2;3rouge_T2;5,1;5,8;;;;;16,69393078;7,185224009;-0,843018531;;12,5;230;266;;
3rouge;S0a;12/03/2021;8,00;8,0;0,4;04/03/2021;0;0,41;T2.1;3rouge_T2.1;0,4;3,2;;;;;16,69393078;2,795989343;-1,786859214;;25;179;266;stade TS;
3rouge;S0a;12/03/2021;8,00;8,0;1,8;04/03/2021;0;1,78;T3;3rouge_T3;1,8;3,5;;;;;16,69393078;4,588390332;-1,291515955;;16;188;266;;
5rouge;S0a;12/03/2021;8,00;8,0;7,7;04/03/2021;0;7,70;BM;5rouge_BM;7,7;7,8;;;;;9,840632882;9,840632882;0;;10;252;266;;
5rouge;S0a;12/03/2021;8,00;8,0;5,9;04/03/2021;0;5,92;T1;5rouge_T1;5,9;5,2;;;;;9,840632882;8,395778054;-0,158791059;;10;215;266;;
5rouge;S0a;12/03/2021;8,00;8,0;0,7;04/03/2021;0;0,65;T1.1;5rouge_T1.1;0,7;3,2;;;;;9,840632882;3,2021107;-1,12270984;;25;205;266;;
5rouge;S0a;12/03/2021;8,00;8,0;2,1;04/03/2021;0;2,08;T0;5rouge_T0;2,1;4,2;;;;;9,840632882;3,905013048;-0,924258902;;25;250;266;;
5rouge;S0a;12/03/2021;8,00;8,0;5,1;04/03/2021;0;5,10;T2;5rouge_T2;5,1;4,8;;;;;9,840632882;6,872822965;-0,358945092;;12,5;220;266;;
5rouge;S0a;12/03/2021;8,00;8,0;0,4;04/03/2021;0;0,41;T2.1;5rouge_T2.1;0,4;3,2;;;;;9,840632882;2,277924278;-1,463255402;;30;175;266;stade TS;
5rouge;S0a;12/03/2021;8,00;8,0;1,8;04/03/2021;0;1,78;T3;5rouge_T3;1,8;3,5;;;;;9,840632882;2,863676235;-1,23441383;;30;220;266;stade TS;
5rouge;S0a;12/03/2021;8,00;8,0;1,8;04/03/2021;0;1,78;T3;5rouge_T3;1,8;3,5;;;;;9,840632882;3,045910178;-1,172720261;;25;195;266;;
5rouge;S0a;12/03/2021;8,00;8,0;-3,2;04/03/2021;0;-3,24;T2.2;5rouge_T2.2;-3,2;2,2;;;;;9,840632882;1,62708877;-1,799727639;;30;125;266;avant TS;
5rouge;S0a;12/03/2021;8,00;8,0;-1,7;04/03/2021;0;-1,73;T4;5rouge_T4;-1,7;2,2;;;;;9,840632882;1,416961878;-1,93800497;;35;127;266;avant TS;
7bleu;S0a;12/03/2021;8,00;8,0;7,7;04/03/2021;0;7,70;BM;7bleu_BM;7,7;7,5;;;;;14,39973562;14,39973562;0;;8;295;266;;
7bleu;S0a;12/03/2021;8,00;8,0;5,9;04/03/2021;0;5,92;T1;7bleu_T1;5,9;5;;;;;14,39973562;8,278627662;-0,553532633;;12,5;265;266;;
7bleu;S0a;12/03/2021;8,00;8,0;0,7;04/03/2021;0;0,65;T1.1;7bleu_T1.1;0,7;3,2;;;;;14,39973562;2,999050021;-1,568914268;;25;192;266;stade TS;
7bleu;S0a;12/03/2021;8,00;8,0;2,1;04/03/2021;0;2,08;T0;7bleu_T0;2,1;4;;;;;14,39973562;4,002638374;-1,280256109;;20;205;266;;
7bleu;S0a;12/03/2021;8,00;8,0;1,8;04/03/2021;0;1,78;T3;7bleu_T3;1,8;3,8;;;;;14,39973562;3,831794054;-1,323876732;;16;157;266;;
7bleu;S0a;12/03/2021;8,00;8,0;0,4;04/03/2021;0;0,41;T2.1;7bleu_T2.1;0,4;3,2;;;;;14,39973562;2,264907568;-1,849675897;;25;145;266;stade TS;
4bleu;S0b;12/03/2021;6,00;6,0;5,7;06/03/2021;4;7,40;BM;4bleu_BM;5,7;7;;;;;8,981530011;8,981530011;0;;10;230;266;;
4bleu;S0b;12/03/2021;6,00;6,0;3,9;06/03/2021;4;5,62;T1;4bleu_T1;3,9;4,5;;;;;8,981530011;7,185224009;-0,223143551;;12,5;230;266;;
4bleu;S0b;12/03/2021;6,00;6,0;-1,3;06/03/2021;4;0,35;T1.1;4bleu_T1.1;-1,3;3,5;;;;;8,981530011;2,061846889;-1,471568118;;25;132;266;stade TS;
4bleu;S0b;12/03/2021;6,00;6,0;-1,3;06/03/2021;4;0,35;T1.1;4bleu_T1.1;-1,3;3,5;;;;;8,981530011;2,147757177;-1,430746124;;30;165;266;stade TS;
4bleu;S0b;12/03/2021;6,00;6,0;3,1;06/03/2021;4;4,80;T2;4bleu_T2;3,1;4,2;;;;;8,981530011;4,515171337;-0,687727113;;16;185;266;;
4bleu;S0b;12/03/2021;6,00;6,0;-0,2;06/03/2021;4;1,48;T3;4bleu_T3;-0,2;3,2;;;;;8,981530011;2,142178586;-1,433346905;;35;192;266;stade TS;
4bleu;S0b;12/03/2021;6,00;6,0;-4,3;06/03/2021;4;-2,56;T1.2;4bleu_T1.2;-4,3;3,5;;;;;8,981530011;1,896720623;-1,55504384;;35;170;266;avant TS;
2bleu;S0b;12/03/2021;8,00;8,0;7,7;04/03/2021;4;9,40;BM;2bleu_BM;7,7;7,2;;;;;9,762532621;9,762532621;0;;10;250;266;;
2bleu;S0b;12/03/2021;8,00;8,0;5,9;04/03/2021;4;7,62;T1;2bleu_T1;5,9;4,8;;;;;9,762532621;5,857519572;-0,510825624;;16;240;266;;
2bleu;S0b;12/03/2021;8,00;8,0;0,7;04/03/2021;4;2,35;T1.1;2bleu_T1.1;0,7;2,8;;;;;9,762532621;1,562005219;-1,832581464;;35;140;266;stade double ridge;
2bleu;S0b;12/03/2021;8,00;8,0;2,1;04/03/2021;4;3,78;T0;2bleu_T0;2,1;3,5;;;;;9,762532621;2,473174931;-1,373049134;;30;190;266;stade TS;
2bleu;S0b;12/03/2021;8,00;8,0;5,1;04/03/2021;4;6,80;T2;2bleu_T2;5,1;4,2;;;;;9,762532621;4,686015658;-0,733969175;;20;240;266;;
2bleu;S0b;12/03/2021;8,00;8,0;1,8;04/03/2021;4;3,48;T3;2bleu_T3;1,8;3,8;;;;;9,762532621;2,277924278;-1,455287233;;30;175;266;stade TS;
6rouge;S0b;12/03/2021;8,00;8,0;7,7;04/03/2021;4;9,40;BM;6rouge_BM;7,7;7,2;;;;;11,71503914;11,71503914;0;;8;240;266;;
6rouge;S0b;12/03/2021;8,00;8,0;5,1;04/03/2021;4;6,80;T2;6rouge_T2;5,1;4,5;;;;;11,71503914;5,310817746;-0,791127589;;12,5;170;266;inversion T1-T2 sur les photos;
6rouge;S0b;12/03/2021;8,00;8,0;0,4;04/03/2021;4;2,11;T2.1;6rouge_T2.1;0,4;3,2;;;;;11,71503914;1,896720623;-1,820747006;;35;170;266;"presque TS ; inversion T1.1-T2.1 sur les photos";
6rouge;S0b;12/03/2021;8,00;8,0;2,1;04/03/2021;4;3,78;T0;6rouge_T0;2,1;3,8;;;;;11,71503914;2,798592685;-1,431756735;;30;215;266;stade TS;
6rouge;S0b;12/03/2021;8,00;8,0;5,9;04/03/2021;4;7,62;T1;6rouge_T1;5,9;4,8;;;;;11,71503914;8,08337701;-0,371063681;;10;207;266;inversion T1-T2 sur les photos;
6rouge;S0b;12/03/2021;8,00;8,0;0,7;04/03/2021;4;2,35;T1.1;6rouge_T1.1;0,7;3,8;;;;;11,71503914;2,343007829;-1,609437912;;30;180;266;"stade TS ; inversion T1.1-T2.1 sur les photos";
6rouge;S0b;12/03/2021;8,00;8,0;1,8;04/03/2021;4;3,48;T3;6rouge_T3;1,8;3,5;;;;;11,71503914;2,343007829;-1,609437912;;30;180;266;stade TS;
8bleu;S0b;12/03/2021;8,00;8,0;7,7;04/03/2021;4;9,40;BM;8bleu_BM;7,7;7,5;;;;;15,86411551;15,86411551;0;;8;325;266;;
8bleu;S0b;12/03/2021;8,00;8,0;5,9;04/03/2021;4;7,62;T1;8bleu_T1;5,9;4,8;;;;;15,86411551;7,185224009;-0,792032976;;12,5;230;266;;
8bleu;S0b;12/03/2021;8,00;8,0;0,7;04/03/2021;4;2,35;T1.1;8bleu_T1.1;0,7;2,8;;;;;15,86411551;2,40809138;-1,885225197;;30;185;266;stade TS;
8bleu;S0b;12/03/2021;8,00;8,0;0,4;04/03/2021;4;2,11;T2.1;8bleu_T2.1;0,4;2,8;;;;;15,86411551;2,008292425;-2,066774851;;35;180;266;stade TS ?;
8bleu;S0b;12/03/2021;8,00;8,0;1,8;04/03/2021;4;3,48;T3;8bleu_T3;1,8;3,2;;;;;15,86411551;3,045910178;-1,650259907;;25;195;266;après TS;
8bleu;S0b;12/03/2021;8,00;8,0;5,1;04/03/2021;4;6,80;T2;8bleu_T2;5,1;4,5;;;;;15,86411551;6,372981295;-0,911992291;;12,5;204;266;;
8bleu;S0b;12/03/2021;8,00;8,0;2,1;04/03/2021;4;3,78;T0;8bleu_T0;2,1;;;;;;15,86411551;3,124010439;-1,624942099;;25;200;266;;
1bleu;S0a;12/03/2021;7,00;5,0;4,7;05/03/2021;0;4,70;BM;1bleu_BM;4,7;7,2;8;;;;4,295514353;4,295514353;0;;20;220;266;;
1bleu;S0a;12/03/2021;7,00;5,0;2,9;05/03/2021;0;2,92;T1;1bleu_T1;2,9;4,8;8;;;;4,295514353;2,811609395;-0,423814247;;25;180;266;;
1bleu;S0a;12/03/2021;7,00;5,0;-2,3;05/03/2021;0;-2,35;T1.1;1bleu_T1.1;-2,3;3,2;8;;;;4,295514353;1,004146212;-1,453433664;;35;90;266;bien avant TS;
1bleu;S0a;12/03/2021;7,00;5,0;2,1;05/03/2021;0;2,10;T2;1bleu_T2;2,1;4,2;8;;;;4,295514353;3,436411482;-0,223143551;;25;220;266;;
1bleu;S0a;12/03/2021;7,00;5,0;-1,2;05/03/2021;0;-1,22;T3;1bleu_T3;-1,2;3;8;;;;4,295514353;2,064078326;-0,732887509;;35;185;266;stade TS ?;
8rouge;S0b;08/03/2021;4,00;4,0;3,7;04/03/2021;0;3,70;BM;8rouge_BM;3,7;6,5;;;;;5,97955123;5,97955123;0;;16;245;266;;
8rouge;S0b;08/03/2021;4,00;4,0;1,9;04/03/2021;0;1,92;T1;8rouge_T1;1,9;4,2;;;;;5,97955123;4,100263701;-0,377294231;;20;210;266;;
8rouge;S0b;08/03/2021;4,00;4,0;-3,6;04/03/2021;0;-3,59;T2.1;8rouge_T2.1;-3,6;2,8;;;;;5,97955123;1,729362921;-1,240592433;;35;155;266;avant TS;
8rouge;S0b;08/03/2021;4,00;4,0;-1,9;04/03/2021;0;-1,92;T0;8rouge_T0;-1,9;3,2;;;;;5,97955123;2,287221928;-0,961007571;;35;205;266;stade TS;
8rouge;S0b;08/03/2021;4,00;4,0;1,1;04/03/2021;0;1,10;T2;8rouge_T2;1,1;4;;;;;5,97955123;2,993843337;-0,691787561;;30;230;266;stade TS;
4blanc;S0b;08/03/2021;4,00;4,0;3,7;04/03/2021;0;3,70;BM;4blanc_BM;3,7;7,2;;;;;4,822691115;4,822691115;0;;20;247;266;;
4blanc;S0b;08/03/2021;4,00;4,0;1,9;04/03/2021;0;1,92;T1;4blanc_T1;1,9;4,2;;;;;4,822691115;2,668425583;-0,591843466;;30;205;266;stade TS;
4blanc;S0b;08/03/2021;4,00;4,0;1,1;04/03/2021;0;1,10;T2;4blanc_T2;1,1;3,8;;;;;4,822691115;2,473174931;-0,667829373;;30;190;266;stade TS;
4blanc;S0b;08/03/2021;4,00;4,0;-3,3;04/03/2021;0;-3,35;T1.1;4blanc_T1.1;-3,3;2,8;;;;;4,822691115;1,785148822;-0,993830309;;35;160;266;avant TS;
2blanc;S0b;08/03/2021;4,00;4,0;3,7;04/03/2021;0;3,70;BM;2blanc_BM;3,7;6,5;;;;;4,393139679;4,393139679;0;;20;225;266;;
2blanc;S0b;08/03/2021;4,00;4,0;1,9;04/03/2021;0;1,92;T1;2blanc_T1;1,9;4,2;;;;;4,393139679;2,064078326;-0,755360365;;35;185;266;stade TS ?;
2blanc;S0b;08/03/2021;4,00;4,0;-3,6;04/03/2021;0;-3,59;T2.1;2blanc_T2.1;-3,6;2,5;;;;;4,393139679;1,539690859;-1,048462505;;35;138;266;;
2blanc;S0b;08/03/2021;4,00;4,0;1,1;04/03/2021;0;1,10;T2;2blanc_T2;1,1;3,8;;;;;4,393139679;2,264907568;-0,662510211;;25;145;266;stade TS;
2blanc;S0b;08/03/2021;4,00;4,0;1,1;04/03/2021;0;1,10;T2;2blanc_T2;1,1;3,8;;;;;4,393139679;2,277924278;-0,656779536;;30;175;266;stade TS;
2blanc;S0b;08/03/2021;4,00;4,0;-2,2;04/03/2021;0;-2,22;T3;2blanc_T3;-2,2;2,8;;;;;4,393139679;2,147757177;-0,715620036;;30;165;266;stade TS;
3bleu;S0a;08/03/2021;4,00;4,0;1,9;04/03/2021;0;1,92;T1;3bleu_T1;1,9;;;;;;6;4,002638374;-0,404805732;;20;205;266;;
3bleu;S0a;08/03/2021;4,00;4,0;1,1;04/03/2021;0;1,10;T2;3bleu_T2;1,1;;;;;;6;3,436411482;-0,557331716;;25;220;266;;
87;S6;15/03/2021;3,00;3,0;0,9;12/03/2021;2;1,77;T1;87_T1;0,9;4,2;;;;;4,5;2,889709656;-0,442921365;95;25;185;266;après TS;
87;S6;15/03/2021;3,00;3,0;-4,3;12/03/2021;2;-3,50;T1.1;87_T1.1;-4,3;2,5;;;;;4,5;1,740520102;-0,949893419;97;35;156;266;avant TS;
87;S6;15/03/2021;3,00;3,0;-2,9;12/03/2021;2;-2,07;T0;87_T0;-2,9;3,5;;;;;4,5;1,562005219;-1,058107004;99;35;140;266;avant TS;
87;S6;15/03/2021;3,00;3,0;0,1;12/03/2021;2;0,95;T2;87_T2;0,1;3,5;;;;;4,5;2,082673626;-0,770424931;100;30;160;266;stade TS ?;
87;S6;15/03/2021;3,00;3,0;-3,2;12/03/2021;2;-2,37;T3;87_T3;-3,2;2,8;;;;;4,5;1,840934723;-0,893803953;98;35;165;266;avant TS;
83;S6;17/03/2021;3,00;3,0;2,7;14/03/2021;2;3,55;BM;83_BM;2,7;6,8;;;;;4,002638374;4,002638374;0;102;20;205;266;après TS;
83;S6;17/03/2021;3,00;3,0;0,9;14/03/2021;2;1,77;T1;83_T1;0,9;4,5;;;;;4,002638374;3,436411482;-0,152525984;101;25;220;266;après TS;
83;S6;17/03/2021;3,00;3,0;-4,3;14/03/2021;2;-3,50;T1.1;83_T1.1;-4,3;2,5;;;;;4,002638374;1,416961878;-1,038438681;103;35;127;266;bien avant TS;
83;S6;17/03/2021;3,00;3,0;-2,9;14/03/2021;2;-2,07;T0;83_T0;-2,9;3,5;;;;;4,002638374;1,941349344;-0,723570468;105;35;174;266;juste avant TS;
83;S6;17/03/2021;3,00;3,0;0,1;14/03/2021;2;0,95;T2;83_T2;0,1;3,8;;;;;4,002638374;2,603342032;-0,430157721;107;30;200;266;après TS;
83;S6;17/03/2021;3,00;3,0;-4,6;14/03/2021;2;-3,74;T2.1;83_T2.1;-4,6;2,8;;;;;4,002638374;1,59547676;-0,919781137;106;35;143;266;bien avant TS;
83;S6;17/03/2021;3,00;3,0;-3,2;14/03/2021;2;-2,37;T3;83_T3;-3,2;2,8;;;;;4,002638374;1,562005219;-0,940983344;104;35;140;266;avant TS;
14;S6;15/03/2021;4,00;4,0;3,7;11/03/2021;2;4,55;BM;14_BM;3,7;6,8;;;;;5,247361284;5,247361284;0;109;16;215;266;;
14;S6;15/03/2021;4,00;4,0;1,9;11/03/2021;2;2,77;T1;14_T1;1,9;4,5;;;;;5,247361284;2,798592685;-0,628608659;108;30;215;266;après TS;
14;S6;15/03/2021;4,00;4,0;-3,3;11/03/2021;2;-2,50;T1.1;14_T1.1;-3,3;2,5;;;;;5,247361284;1,807463182;-1,065801032;111;35;162;266;avant TS;
14;S6;15/03/2021;4,00;4,0;-1,9;11/03/2021;2;-1,07;T0;14_T0;-1,9;3,2;;;;;5,247361284;1,974820884;-0,977247635;113;35;177;266;stade TS;
14;S6;15/03/2021;4,00;4,0;1,1;11/03/2021;2;1,95;T2;14_T2;1,1;3,8;;;;;5,247361284;2,488051171;-0,746225596;114;35;223;266;après TS;
14;S6;15/03/2021;4,00;4,0;-3,6;11/03/2021;2;-2,74;T2.1;14_T2.1;-3,6;2,8;;;;;5,247361284;1,450433418;-1,285862917;112;35;130;266;bien avant TS;
14;S6;15/03/2021;4,00;4,0;-2,2;11/03/2021;2;-1,37;T3;14_T3;-2,2;2,8;;;;;5,247361284;1,517376499;-1,240742482;110;35;136;266;avant TS;
70;S6;15/03/2021;4,00;2,0;1,7;11/03/2021;2;2,55;BM;70_BM;1,7;6,8;8;;;;3,000351692;2,993843337;-0,002171554;116;30;230;266;;
70;S6;15/03/2021;4,00;2,0;1,7;11/03/2021;2;2,55;BM;70_BM;1,7;6,8;8;;;;3,000351692;3,006860047;0,002166848;117;30;231;266;;
70;S6;15/03/2021;4,00;2,0;-0,1;11/03/2021;2;0,77;T1;70_T1;-0,1;4,5;8;;;;3,000351692;2,603342032;-0,141933496;115;30;200;266;après TS;
70;S6;15/03/2021;4,00;2,0;-5,3;11/03/2021;2;-4,50;T1.1;70_T1.1;-5,3;2,5;8;;;;3,000351692;1,506219319;-0,689126764;118;35;135;266;avant TS;
70;S6;15/03/2021;4,00;2,0;-3,9;11/03/2021;2;-3,07;T0;70_T0;-3,9;3,5;8;;;;3,000351692;1,896720623;-0,458603105;119;35;170;266;"stade TS ; épi cassé";
70;S6;15/03/2021;4,00;2,0;-0,9;11/03/2021;2;-0,05;T2;70_T2;-0,9;3,8;8;;;;3,000351692;1,941349344;-0,435346243;120;35;174;266;stade TS;
70;S6;15/03/2021;4,00;2,0;-5,6;11/03/2021;2;-4,74;T2.1;70_T2.1;-5,6;2,8;8;;;;3,000351692;1,562005219;-0,65275912;121;35;140;266;avant TS;
70;S6;15/03/2021;4,00;2,0;-4,2;11/03/2021;2;-3,37;T3;70_T3;-4,2;2,8;8;;;;3,000351692;1,896720623;-0,458603105;122;35;170;266;stade TS;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
